-41.9;-36.3;349.7;450.6;498.1;501.2;43.7;4.9;2.9;4;569.9;13.4;9.4;1.3;8.8;41.2;2;15.2;3.5;1.1;0
-38;-33.7;352.6;450.9;497.9;500.7;44;4.9;2.9;4;573.8;13.4;9.4;1.3;8.8;41.2;2;15.4;3.5;1.1;0
-42.3;-37.1;348.5;451;500;498.8;43.9;4.9;2.9;4;561.2;13.4;9.4;1.3;8.9;40.8;2;15.7;3.6;1.1;0
-39.7;-34.2;346.8;450.4;499.7;496.3;43.9;4.9;2.9;4;565.8;13.5;9.5;1.3;8.9;41.2;2;15.6;3.5;1.1;0
-40.7;-36.4;351.8;449.9;501.3;505.8;44.1;4.9;2.9;4;563.4;13.5;9.5;1.3;8.9;41.1;2;15.8;3.6;1.1;0
-37.7;-32.2;348.3;449.3;498;497.9;46.6;4.9;2.9;4.1;573.3;13.5;9.5;1.3;9;40.4;2;15.7;3.6;1.1;0
-41.2;-35.8;353.7;448.7;500.6;499.7;46.2;4.9;2.9;4.2;571.7;13.4;9.5;1.3;9.2;40;2;15.7;3.6;1.1;0
-39;-33.3;350.8;448.1;498.9;496.7;46;4.9;2.9;4.2;572.2;13.4;9.5;1.3;9.1;40;2;15.5;3.7;1.1;0
-41.5;-35.7;355.2;447.6;503.6;499.1;45.9;4.9;2.9;4.2;566.5;13.5;9.5;1.3;9.2;39.7;2;15.8;3.6;1.2;0
-40.1;-35.6;348.8;447;497.1;502.1;46;4.9;2.9;4.2;574.6;13.5;9.5;1.3;9.2;39.9;2;16;3.6;1.2;0
-39.7;-34.4;353.1;447.6;500.1;501.5;45.9;5;2.9;4.2;578.2;13.5;9.5;1.3;9.1;40.1;2;15.7;3.6;1.2;0
-38.9;-33.9;350.1;448.3;497.1;498.8;43.8;5;2.9;4.2;580.8;13.5;9.5;1.3;9.1;40.1;2;15.7;3.6;1.2;0
-40.2;-34.8;348.6;449;500.8;503.6;43.9;5;2.9;4.2;574.1;13.5;9.4;1.3;9.2;40.4;1.9;15.7;3.5;1.1;0
-39.3;-35.1;352;449.7;495.8;496.9;44.1;5;2.9;4.2;578.8;13.5;9.4;1.3;9.2;40.4;1.9;15.7;3.5;1.1;0
-41.4;-34.7;351.3;450.3;497.2;499.9;44;5;2.9;4.2;577;13.5;9.4;1.3;9;41;2;15.6;3.5;1.1;0
-40.8;-36.1;348.3;450.9;500.6;498.3;44.2;5;2.9;4.2;575.2;13.6;9.4;1.3;9;40.6;2;15.9;3.5;1.1;0
-39.4;-34.5;348;451.5;500.6;499.6;43.8;5;3;4.2;576.3;13.6;9.4;1.3;9;40.8;2;15.9;3.5;1.1;0
-39.8;-34.9;349.5;452.1;499.4;498.7;44.1;5;3;4.2;572.8;13.6;9.5;1.3;9;40.9;2.1;15.7;3.5;1.1;0
-40.5;-36.5;346.5;452.8;499.3;500.1;43.7;5;3;4.2;568.5;13.6;9.5;1.3;9;40.9;2.1;15.7;3.5;1.1;0
-43.4;-36.5;350;449.4;501.1;503.3;43.8;5;3;4.2;543.7;13.6;9.5;1.3;9;41;2.1;15.6;3.5;1.1;0
-31.8;-24.1;350.4;452.6;498.6;498.4;43.9;5;3;4.2;571.5;13.7;9.6;1.3;8.9;40.9;2.1;16;3.6;1.2;0
-44.7;-41.8;349.7;450.3;500.1;503.2;43.9;5;3;4.2;562.4;13.7;9.6;1.3;9;40.8;2;16;3.5;1.1;0
-37.5;-32.2;349.2;447.8;500;499.1;44;5;3;4.2;558.8;13.6;9.6;1.3;8.7;41.6;1.9;15.7;3.7;1.1;0
-40.7;-34.5;351;449.4;504.2;502.2;43.9;5;3;4.2;576.2;13.6;9.6;1.3;8.8;41.9;1.9;15.9;3.6;1.1;0
-39.7;-35.6;350.4;449.5;498.3;501.6;44.1;5;3;4.2;570.7;13.6;9.6;1.3;8.7;41.9;1.9;15.6;3.6;1.1;0
-40.7;-34.1;350.1;449.5;501;500.2;44;5;3;4.2;581.2;13.8;9.8;1.3;8.7;42.2;1.9;15.9;3.6;1.1;0
-39.3;-34.5;347.6;449.6;499.9;500.6;44.1;5;3;4.2;573.3;13.8;9.8;1.3;8.7;42.2;1.9;15.9;3.5;1.1;0
-41.2;-36.6;351.6;449.6;501.9;500.9;43.9;5;3;4.2;574.7;13.8;9.8;1.3;8.7;41.6;2.1;15.9;3.5;1.1;0
-38.7;-33.1;348.2;449.7;496.1;496.4;43.9;5;3;4.2;568.9;13.8;9.8;1.3;8.7;41.6;2.1;15.9;3.5;1.1;0
-41.5;-35.6;352.5;449.8;500.3;506.4;43.9;5;3;4.2;570.1;13.9;9.7;1.4;8.9;41.8;2.2;16;3.6;1.1;0
-39.6;-34.4;350.2;449.8;496.6;498.7;43.9;5;3;4.2;570;13.9;9.7;1.4;9;41.4;2.3;16.2;3.6;1.2;0
-35.6;-31.6;349.5;449.8;495.2;495.5;43.8;5;3;4.2;590;13.9;9.8;1.4;9;41.1;2.3;16.5;3.8;1.2;0
-44.1;-39.6;351.3;449.8;501.8;501.9;44;5;3;4.2;576.8;13.9;9.8;1.4;9.1;41.2;2.3;16.6;3.7;1.2;0
-39.8;-35.2;348.9;449.7;494.2;496.8;43.9;5;3;4.2;571.3;13.9;9.8;1.4;9;41;2.2;16;3.7;1.2;0
-40.7;-37.4;347.8;449.6;503.8;494.9;44;5;3;4.2;568.7;13.9;9.8;1.4;9.1;40.9;2.2;16.6;3.6;1.2;0
-42.1;-37.1;349;449.4;500.2;501.7;49.1;5.5;3.3;4.2;567.7;13.9;9.8;1.4;9.1;41.1;2.2;16.5;3.6;1.2;0
-38;-32.3;351.5;449.3;502.2;497.8;48.9;5.5;3.3;4.2;575.4;14.1;10.2;1.4;9.2;40.8;2.1;16.6;3.6;1.2;0
-40.3;-33.6;351.9;449.2;496.9;500.8;49.2;5.5;3.3;4.2;573.3;14.1;10.2;1.4;9.2;40.8;2;16.4;3.8;1.2;0
-41.3;-34.7;347.7;449;501.1;502.8;49;5.5;3.3;4.2;568.5;14.1;10.2;1.4;9.2;40.7;1.9;16.5;3.9;1.2;0
-42.5;-36.4;351.1;449.3;499.5;501.6;49.1;5.5;3.3;4.2;565;14;10.5;1.4;9;41.4;1.9;15.7;3.8;1.2;0
-39.1;-34;352;449.7;496.8;498.1;49.2;5.5;3.3;4.2;567.2;14;10.5;1.4;9;41.4;1.9;15.8;3.7;1.2;0
-39.1;-34;350.4;450.1;503.1;504.7;49;5.5;3.3;4.2;578;14;10.5;1.4;9;41.9;1.9;15.7;3.8;1.2;0
-40.9;-35.4;350.9;450.2;502.7;504;41.9;5;3;4.2;571.4;14.1;10.2;1.4;8.9;41.6;1.9;15.9;3.9;1.2;0
-38.4;-34.2;348.3;449.8;498.7;493.3;40.6;5;3;4.2;573.2;14.1;10.2;1.4;8.9;42.2;2;15.7;3.9;1.2;0
-40.5;-33.2;352.5;449.3;500.4;503.4;37.2;5;3;4.2;580.1;14;10.3;1.5;8.7;42.1;2;16.2;3.6;1.3;0
-40.2;-37.9;348.6;448.9;502.5;499;37;5;3;4.2;571.6;14;10.3;1.5;8.9;42.2;2.1;16.2;3.6;1.3;0
-40;-35.8;350.2;448.7;499.8;510.3;37.1;5;3;4.2;567.1;14;10.3;1.5;8.7;42.7;2.2;16.3;3.6;1.3;0
-38.9;-33.9;349.7;448.5;494.1;500.9;37.2;5;3;4.2;568;14;10.3;1.5;8.8;42.5;2.2;16.3;3.6;1.3;0
-37.4;-31.8;351.1;448.7;496.1;500.3;37.3;5;3;4.2;579.9;14;10.1;1.4;8.8;42.6;2.3;16.5;3.5;1.3;0
-42.2;-36.6;353.2;448.9;503.2;497.8;37.4;5;3;4.2;567.6;14;10.1;1.4;8.8;42.6;2.3;16.5;3.7;1.2;0
-39.9;-36.3;350.2;449.1;496.8;498.9;37;5;3;4.2;575.8;14;10.1;1.4;8.9;42.1;2.3;16.5;3.7;1.2;0
-40.9;-35;353.3;449.3;497.9;504;36.8;5;3;4.2;568.1;14;10.1;1.4;8.7;42.5;2.3;16.3;3.8;1.2;0
-40.4;-35.6;349.5;449.6;498.3;499.7;37.1;5;3;4.2;558.2;14;10.1;1.4;8.7;42.3;2.3;16.5;3.8;1.2;0
-33.5;-31.1;345.1;447.3;491.1;492.6;37;5;3;4.2;463.1;14.1;10.2;1.4;8.7;42.4;2.3;16.3;3.9;1.2;0
-26.2;-5;352.8;453.3;505.5;504.9;39.1;5.2;3;4.2;582.3;14.1;10.2;1.4;10.3;37.3;2.3;16.4;3.8;1.2;0
