MillFeed,MillPower,MillLoad,LevelSU001,FeedWaterSU001,CyclonePressureCL001,CyclonePressureCL002,OutflowSU001,DensitySU001,LevelFT001,LevelFT002,LevelFT003,LevelFT004,LevelFT005,LevelFT006,LevelFT007,LevelFT008,LevelFT009,LevelFT010,LevelFT011,LevelFT012,LevelFT013,LevelFT014,OutflowFT001,OutflowFT002,OutflowFT003,OutflowFT004,OutflowFT005,OutflowFT006,OutflowFT007,OutflowFT008,OutflowFT009,OutflowFT010,OutflowFT011,OutflowFT012,OutflowFT013,OutflowFT014,AirflowFT001,AirflowFT002,AirflowFT003,AirflowFT008,AirflowFT009,AirflowFT010,AirflowFT011,AirflowFT012,AirflowFT013,AirflowFT014,LevelSU005,OutflowSU005,DensitySU005,MassPullBank1,MassPullBank2,LevelFT015,AirflowFT015,SPLevelSU001,SPFeedWaterSU001,SPLevelFT001,SPLevelFT002,SPLevelFT003,SPLevelFT004,SPLevelFT005,SPLevelFT006,SPLevelFT007,SPLevelFT008,SPLevelFT009,SPLevelFT010,SPLevelFT011,SPLevelFT012,SPLevelFT013,SPLevelFT014,SPAirflowFT001,SPAirflowFT002,SPAirflowFT003,SPAirflowFT008,SPAirflowFT009,SPAirflowFT010,SPAirflowFT011,SPAirflowFT012,SPAirflowFT013,SPAirflowFT014,SPLevelSU005,SPOutflowSU005,Time
0.30585064833581,0.207395457624198,0.546336970825559,0.506546748221248,-0.618406638591542,0.0354851561493023,1.28372590224604,0.714132003049266,0.241907959391228,0.00608529240041918,0.516452916575533,0.239315778314693,-0.175146978875405,0.081154129455416,0.511895850826805,0.128478900377523,-0.662816316694304,0.255515862206001,-0.7212191362156,0.484805635885598,-0.351315277554703,0.209922548528372,0.381515640331895,0.213468754796325,0.533650780967345,0.864794768789696,0.680528749608195,0.516081630365661,0.744961729804462,0.254655981836507,-4.78124476565502e-05,-0.197915662292995,0.234485112550782,-0.237677349166687,0.165046456475569,0.153988616038197,0.343920991695159,0.180019436578097,0.1574899951209,0.191683262495747,0.294393935964212,0.218051000187998,0.240441651502581,0.0652438842463021,0.131830845177369,-0.186608107685227,0.675511285689364,-0.249043101186425,0.10748194525786,0.275888920811579,-0.180254696040964,-0.113654239421489,0.282482514751717,NaN,0.333131147275128,-0.598264444983976,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,0.211925655436526,2017/01/25 03:08:00
0.297474269313096,0.209672228381688,0.563213695108689,0.509920053875898,-0.619542939879783,0.210869837569956,1.28372590224604,0.705945120957637,0.244462532857477,-0.216826823081821,0.413943708086533,0.22178086315441,-0.269151460294535,-0.0253317433514088,0.603612623658329,0.132416011175179,-0.612793183987735,0.222307603691483,-0.795796624758755,0.467795353320603,-0.368276288470442,0.201234037050058,0.260749955734594,0.212002805623041,0.533936555473029,0.864310168303028,0.680510810054353,0.515632032252732,0.746846356057713,0.253675564430058,-3.07828032090852e-05,-0.198583164335311,0.234038086764711,-0.238096555173712,0.163569065069087,0.15317359155989,0.465744535405842,0.214098476117102,0.158424303601463,0.215920750266574,0.974069455744067,0.294727373059369,0.236725654898036,0.0526597400116479,0.13524701205888,-0.161274829532425,0.663829361219784,-0.208599873311646,0.112535667864364,0.279117059593056,-0.180254852710297,-0.11365181992341,0.220691584509529,NaN,0.333131147275128,-0.598264444983976,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,0.211925655436526,2017/01/25 03:08:10
0.299704508846916,0.286474712702476,0.548089255521419,0.504550455125583,-0.61988184591658,0.306579898519972,1.28372590224604,0.210299904967517,0.242224367442377,-0.586892374092007,0.330395631572276,0.206044254533223,-0.0977161019736681,0.0119192472650131,0.662652875896533,0.206251893133556,-0.317490883684839,0.204184392001734,-0.850024826586982,0.439970950900299,-0.425027711345013,0.161272229851251,0.163066643684215,0.210536433864236,0.534221845615144,0.863825567816359,0.680492870500512,0.515182434139804,0.748730982310963,0.25269497328315,-1.37531587616203e-05,-0.199250162222005,0.23359106097864,-0.238516229044583,0.162091673662606,0.152358191321103,0.587567985004538,0.23541169625305,0.191781274298473,0.161844681450099,0.527455088749936,0.25860024461604,0.221545674042161,0.0204242544263194,0.142568442241987,-0.144384796557106,0.664112018616682,-0.19238425076192,0.224506345916282,0.281744425020867,-0.180255005256753,-0.113649400425332,-0.19436973999206,NaN,0.333131147275128,-0.598264444983976,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,0.211925655436526,2017/01/25 03:08:20
0.308654086004628,0.220223808327455,0.52563520030368,0.505548260659904,-0.617484438189411,0.238390813580103,1.28372590224604,0.0203723448820811,0.246068378107664,-0.597085449939655,0.238097039751719,0.181204075658881,-0.00685008570767963,0.035439713770943,0.588689960275707,0.153142476466846,-0.183725286516018,0.21769950182664,-0.850324053378826,0.41643800563677,-0.541023718570737,0.138843995365438,0.126795909935911,0.209070062105432,0.534507135757259,0.863340967329691,0.680474930946671,0.514732836026876,0.750615608564214,0.251714382136242,3.2764856858447e-06,-0.19991766426432,0.233144035192569,-0.238935435051608,0.160614282256124,0.151543166842796,0.709391622827207,0.208776743033023,0.231789498353268,0.201199667302596,0.320992915515651,0.300889412042667,0.185769714642443,-0.011811231159009,0.159302833351982,-0.183377237922207,0.671210899862831,-0.189486188874101,0.292642131399001,0.286398382522825,-0.180255161926087,-0.113646967180105,0.044765869626934,NaN,0.333131147275128,-0.598264444983976,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,0.211925655436526,2017/01/25 03:08:30
0.310130009875772,0.25040174536009,0.52563520030368,0.505937698089909,-0.617484438189411,-0.0514604914134626,1.28372590224604,0.249281564491537,0.250544708937865,-0.560749406041734,0.0466548740105676,0.117249821847491,-0.138538782126668,-0.0468463872856852,0.684203038530311,0.231413462601267,-0.218622769273672,0.24620563403175,-0.844004010561172,0.394177309767983,-0.546170385753908,0.119895747415039,0.0658622942198299,0.207604112932148,0.534792425899374,0.862856366843023,0.68045699139283,0.514283237913948,0.752499753554377,0.250733964729792,2.03061301333097e-05,-0.200584662151014,0.232696648610868,-0.239355108922479,0.159136890849642,0.150728142364488,0.831215072425903,0.243348292229816,0.207273691396202,0.169571113271723,0.0910113654606765,0.383158394552344,0.182153333855467,0.00844321006009992,0.141178378732273,-0.162507661415683,0.670644337133509,-0.0884149301347816,0.283585955220774,0.291653739836585,-0.18025531859542,-0.113644547682026,0.201527443869186,NaN,0.333131147275128,-0.598264444983976,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,0.211925655436526,2017/01/25 03:08:40
0.3106332958274,0.303439011586849,0.519907968908364,0.497173650847239,-0.6195424176825,-0.606979679651666,1.28372590224604,0.2599123545501,0.252466466301816,-0.604135476956046,-0.0310898042324991,-0.012122435718562,-0.0754290385829858,-0.0496789908183022,0.767422033740238,0.219319201148792,-0.225064207418785,0.247973564813916,-0.864647777127337,0.381574410198499,-0.595905618156158,0.0817518265334483,0.024308654601246,0.16833619853923,0.519138764077846,0.843442865977859,0.680439051838988,0.489798729435483,0.802250806556431,0.264076015747598,0.0318099691613273,-0.203834953440142,0.19834349266193,-0.263861817234919,0.0916544268081177,0.130400627748072,0.859076173236205,0.212800322717688,0.163626539615141,0.206598890045204,0.196839091280683,0.211613285093236,0.255506502602086,0.0525491042415995,0.119420023517726,-0.165111487376011,0.664519469566293,-0.0491372488952665,0.0267447465328099,0.290828694469769,-0.180255475264753,-0.113642128183947,0.0229317818463757,NaN,0.333131147275128,-0.578443402705577,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,-0.416849998485433,2017/01/25 03:08:50
0.312692230069805,0.307896429842354,0.507554103353485,0.486641789561533,-0.618853117268677,-0.89472475610331,1.28372590224604,0.167570640430738,0.256626389080868,-0.654032590088575,-0.169161564469584,-0.106103792370537,-0.102276684149327,-0.083285115275948,0.755157323657147,0.2040878681649,-0.1647387306846,0.275495604635294,-0.883019454478604,0.371835172328945,-0.657566148324321,0.0472448237723118,-0.270993367656016,0.102532026338198,0.47788648763698,0.823699081320927,0.680421112285147,0.418172346937521,0.866194308028446,0.275682225846063,0.0616152528732805,-0.210278566433216,0.168166906930552,-0.291223430742519,0.02348787220946,0.0990396581954892,0.859076173236205,0.232492204152878,0.243418402024954,0.190418315693092,0.341167533158909,0.234485363783715,0.259555640629318,0.0355719104059981,0.130014967459819,-0.172943040105671,0.65741996435238,-0.0446275076916748,-0.168403811169715,0.288201329041957,-0.180255627811209,-0.11363969493872,-0.0665411359856672,NaN,0.333131147275128,-0.415885477234749,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,-0.416849998485433,2017/01/25 03:09:00
0.306137656246486,0.331300987111574,0.503049336060148,0.496802628146849,-0.612168992043725,-0.62204047018122,1.28372590224604,0.797224873924987,0.258865050433353,-1.04147973923827,-0.380881644842489,-0.160513068699245,-0.0615242611038712,-0.184620799841651,0.770153719167835,0.320690006813914,-0.161357847141563,0.299988520403669,-0.861752991024936,0.358876791310929,-0.646421702611271,-0.0047170949949614,-0.458451851908611,0.00201456649249041,0.427000219809573,0.801912788529121,0.680403172731306,0.357839452649967,0.914158912447235,0.33670665069524,0.100839632929127,-0.217441609497577,0.135464030195083,-0.325204849823099,-0.070763662433394,0.0366367397367426,0.859076173236205,0.206867784877481,0.271440463305571,0.149669771973061,0.674579037166037,0.194550741505822,0.139810895727173,0.0356683794006135,0.119420023517726,-0.178317195182974,0.664557531599871,-0.0424636641614624,-0.182046954397389,0.283547371539999,-0.180255784480543,-0.113637275440641,-0.111437456781401,NaN,0.333131147275128,-0.25332755176392,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,-0.416849998485433,2017/01/25 03:09:10
0.304142501539788,0.284361589808225,0.50768591237928,0.499765353533787,-0.602397636480499,-0.891036163751771,1.28372590224604,1.07300081461215,0.256943293069401,-1.34413425864953,-0.573948762099574,-0.186482959613434,-0.100897475830075,-0.215601398068363,0.726062506032862,0.520472333116349,-0.151663657029797,0.294115156902599,-0.829605183430912,0.334233012377481,-0.724644643939012,-0.167629644385571,-0.669330957858067,-0.070110639935689,0.360563459600826,0.780937234194098,0.680380884194715,0.329754441532855,0.942245426272493,0.390033157056458,0.143859920732313,-0.22330796430451,0.122272981151874,-0.369441844432672,-0.154717209180241,-0.0504273389393058,0.859076173236205,0.190978356341826,0.273259527550022,0.168923173982847,0.326481653961967,0.0726228128297152,0.177470573906651,0.0436510200529488,0.148839816733728,-0.175401618631477,0.669345236249753,0.0277452160616082,-0.11014028399141,0.285047112320681,-0.180255941149876,-0.113634855942562,0.228548669022896,NaN,0.333131147275128,-0.0907696262930915,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,-0.416849998485433,2017/01/25 03:09:20
0.307459446239674,0.324953409555422,0.527312534769186,0.470019426962438,-0.578738444170585,-1.39788260020742,1.28372590224604,0.725722750096556,0.252783370290349,-1.21496580195169,-0.852153245925009,-0.19401592928961,-0.174215718557278,-0.185634790909302,0.547911297869921,0.521854479805694,-0.117263155202602,0.314779740839175,-0.790514805665324,0.291383740807507,-0.731671964596497,-0.27902128712745,-0.933595712381396,-0.162661940119947,0.305938389384646,0.760519523194964,0.680358052035281,0.314281971083153,0.960504066574352,0.439248095470905,0.195519772904809,-0.224906641778968,0.133428782043973,-0.419264431581154,-0.250813108944409,-0.151225087351484,0.859076173236205,0.224649934986553,0.231592885961293,0.165965933484747,0.0900075589125233,0.0618759637631357,0.118465348982281,0.0360805651048793,0.143826578427862,-0.178317195182974,0.689707176278373,0.0515743028666744,-0.146796548458269,0.288550892682567,-0.180256097819209,-0.113632422697335,-0.135765389885476,NaN,0.333131147275128,0.0717882991777371,0.0622720317375111,0.198855301714141,0.138913009792509,-0.229459023677004,0.123035704751541,0.430773125957082,0.0816789929060865,-0.392027659670288,0.338471640666358,-0.67596621234036,0.487306845912516,-0.387401424763872,0.167525819875063,0.418501797877495,0.212831249540783,0.142498699851496,0.136877854982245,0.0154872335471791,0.134986624307539,0.154861049410971,0.0456046858459991,0.131513361536262,-0.141632180541902,0.697094954599056,0.287987012350248,-0.416849998485433,2017/01/25 03:09:30
